code_insee;commune;dep_code;region_nom;federation;total_f;total_h;total;F - 1 à 4 ans;F - 5 à 9 ans;F - 10 à 14 ans;F - 15 à 19 ans;F - 20 à 24 ans;F - 25 à 29 ans;F - 30 à 34 ans;F - 35 à 39 ans;F - 40 à 44 ans;F - 45 à 49 ans;F - 50 à 54 ans;F - 55 à 59 ans;F - 60 à 64 ans;F - 65 à 69 ans;F - 70 à 74 ans;F - 75 à 79 ans;F - 80 à 99 ans;F - NR;H - 1 à 4 ans;H - 5 à 9 ans;H - 10 à 14 ans;H - 15 à 19 ans;H - 20 à 24 ans;H - 25 à 29 ans;H - 30 à 34 ans;H - 35 à 39 ans;H - 40 à 44 ans;H - 45 à 49 ans;H - 50 à 54 ans;H - 55 à 59 ans;H - 60 à 64 ans;H - 65 à 69 ans;H - 70 à 74 ans;H - 75 à 79 ans;H - 80 à 99 ans;H - NR
78354;Magnanville;78;Île-de-France;FF de Tennis;35;55;90;0;8;12;6;0;1;0;2;3;1;0;2;0;0;0;0;0;0;0;4;14;4;2;4;2;3;3;3;4;3;4;3;1;1;0;0
78354;Magnanville;78;Île-de-France;FF de Tennis de Table;0;15;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;3;2;0;1;2;1;1;0;0;0
78356;Magny-les-Hameaux;78;Île-de-France;FF de Tennis;77;168;245;2;16;15;4;3;2;0;3;9;11;7;1;3;1;0;0;0;0;1;38;39;13;3;7;3;4;12;11;20;10;2;4;0;1;0;0
78356;Magny-les-Hameaux;78;Île-de-France;FF de Tennis de Table;3;29;32;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;1;0;1;0;1;4;2;2;3;2;1;0;0;0;0
78358;Maisons-Laffitte;78;Île-de-France;FF de Tennis;405;899;1304;12;60;108;48;6;7;9;22;29;28;25;14;15;5;7;7;3;0;20;204;211;82;24;17;28;34;53;71;54;35;14;17;11;15;9;0
78358;Maisons-Laffitte;78;Île-de-France;FF de Tennis de Table;35;114;149;1;12;10;1;0;1;0;1;2;2;0;1;1;3;0;0;0;0;2;24;39;7;1;1;2;5;6;4;5;5;6;0;5;0;2;0
78361;Mantes-la-Jolie;78;Île-de-France;FF de Tennis;76;186;262;1;11;16;9;5;4;4;7;7;5;2;2;0;3;0;0;0;0;4;34;40;16;7;5;13;6;11;9;13;11;9;2;3;3;0;0
78361;Mantes-la-Jolie;78;Île-de-France;FF de Tennis de Table;14;53;67;0;3;1;0;0;2;1;1;2;1;0;0;0;2;1;0;0;0;0;9;17;4;3;2;2;2;2;5;1;4;0;2;0;0;0;0
78361;Mantes-la-Jolie;78;Île-de-France;FF de Tennis;23;29;52;1;9;8;0;1;2;1;0;0;1;0;0;0;0;0;0;0;0;0;1;17;0;1;4;1;1;1;0;1;0;1;1;0;0;0;0
78361;Mantes-la-Jolie;78;Île-de-France;FF de Tennis de Table;1;3;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
78362;Mantes-la-Ville;78;Île-de-France;FF de Tennis;63;130;193;1;17;13;3;0;0;4;8;7;7;2;0;1;0;0;0;0;0;3;27;28;10;4;4;3;10;12;7;6;4;6;1;2;1;2;0
78362;Mantes-la-Ville;78;Île-de-France;FF de Tennis de Table;3;22;25;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;6;3;0;0;0;1;2;2;3;1;2;0;0;0;0;0
78362;Mantes-la-Ville;78;Île-de-France;FF de Tennis;3;3;6;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
78362;Mantes-la-Ville;78;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
78362;Mantes-la-Ville;78;Île-de-France;FF de Tennis;4;5;9;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
78362;Mantes-la-Ville;78;Île-de-France;FF de Tennis de Table;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
78364;Marcq;78;Île-de-France;FF de Tennis;15;32;47;0;4;2;3;0;0;1;0;1;3;0;1;0;0;0;0;0;0;0;5;4;7;0;1;0;1;1;6;1;0;2;1;2;0;1;0
78364;Marcq;78;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
78366;Mareil-le-Guyon;78;Île-de-France;FF de Tennis;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;1;0;0;0;1;1;0;0;0;0
78367;Mareil-Marly;78;Île-de-France;FF de Tennis;103;226;329;1;22;31;14;3;1;0;2;4;8;12;2;1;0;1;0;1;0;3;46;69;26;8;2;1;5;13;11;14;15;5;4;0;3;1;0
78367;Mareil-Marly;78;Île-de-France;FF de Tennis de Table;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0
78368;Mareil-sur-Mauldre;78;Île-de-France;FF de Tennis;26;70;96;1;8;4;0;2;0;0;0;1;2;4;0;1;2;1;0;0;0;4;7;12;4;3;1;0;4;8;3;9;7;3;3;1;1;0;0
78368;Mareil-sur-Mauldre;78;Île-de-France;FF de Tennis de Table;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;3;0;0;0;0;0;0;0
78372;Marly-le-Roi;78;Île-de-France;FF de Tennis;163;427;590;3;44;28;15;5;3;2;7;18;14;7;10;4;1;1;0;1;0;9;91;96;34;13;9;11;10;45;37;28;16;11;5;3;7;2;0
78372;Marly-le-Roi;78;Île-de-France;FF de Tennis de Table;11;73;84;0;0;3;3;2;0;0;0;0;0;1;1;1;0;0;0;0;0;0;16;25;7;0;0;1;2;3;3;5;5;2;1;3;0;0;0
78380;Maule;78;Île-de-France;FF de Tennis;58;157;215;0;7;12;7;2;1;3;4;4;7;2;5;3;1;0;0;0;0;2;32;28;10;5;5;3;9;13;18;10;10;6;2;2;1;1;0
78380;Maule;78;Île-de-France;FF de Tennis de Table;4;33;37;0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;12;6;0;1;0;1;2;1;4;4;1;0;0;0;0;0
78381;Maulette;78;Île-de-France;FF de Tennis;10;23;33;0;2;3;1;0;1;0;1;1;0;0;0;0;0;1;0;0;0;3;2;9;1;0;2;0;0;2;1;2;0;0;0;1;0;0;0
78381;Maulette;78;Île-de-France;FF de Tennis de Table;1;5;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0
78382;Maurecourt;78;Île-de-France;FF de Tennis;29;60;89;2;7;5;1;1;1;2;2;0;2;3;1;2;0;0;0;0;0;0;17;14;9;0;1;1;1;5;1;6;1;3;0;1;0;0;0
78382;Maurecourt;78;Île-de-France;FF de Tennis de Table;3;24;27;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;7;2;1;0;1;0;1;2;0;3;1;2;0;0;0;0
78383;Maurepas;78;Île-de-France;FF de Tennis;99;228;327;5;16;18;5;4;8;4;7;5;5;5;8;1;4;2;2;0;0;7;36;33;18;14;14;9;15;9;16;11;14;9;7;6;5;5;0
78383;Maurepas;78;Île-de-France;FF de Tennis de Table;5;79;84;0;2;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;3;20;13;2;3;2;6;6;7;5;6;2;2;0;1;0;0
78383;Maurepas;78;Île-de-France;FF de Tennis;1;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
78384;Médan;78;Île-de-France;FF de Tennis;16;52;68;1;6;4;1;0;0;0;1;2;0;0;0;1;0;0;0;0;0;5;14;9;4;1;0;1;2;4;4;1;2;1;1;3;0;0;0
78384;Médan;78;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
78385;Ménerville;78;Île-de-France;FF de Tennis;3;4;7;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0
78389;Méré;78;Île-de-France;FF de Tennis;24;77;101;0;4;5;0;0;0;0;2;3;2;3;3;0;1;0;1;0;0;2;11;17;7;3;0;1;7;6;5;5;6;3;1;1;1;1;0
78389;Méré;78;Île-de-France;FF de Tennis de Table;2;4;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
78391;Méricourt;78;Île-de-France;FF de Tennis;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
78396;Le Mesnil-le-Roi;78;Île-de-France;FF de Tennis;215;342;557;3;96;53;19;1;2;3;4;6;14;5;4;1;2;0;1;1;0;2;132;85;25;10;2;4;10;14;15;20;14;5;1;1;2;0;0
78396;Le Mesnil-le-Roi;78;Île-de-France;FF de Tennis de Table;3;4;7;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0
78397;Le Mesnil-Saint-Denis;78;Île-de-France;FF de Tennis;55;177;232;0;1;8;14;1;0;0;4;4;12;2;4;5;0;0;0;0;0;2;32;29;18;5;7;2;9;11;24;9;9;9;3;2;6;0;0
78397;Le Mesnil-Saint-Denis;78;Île-de-France;FF de Tennis de Table;5;41;46;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;4;12;3;1;1;1;1;2;4;4;2;0;4;1;1;0;0
78398;Les Mesnuls;78;Île-de-France;FF de Tennis;7;10;17;1;1;0;0;0;1;0;0;1;1;0;0;0;2;0;0;0;0;0;1;2;0;0;0;0;0;2;1;0;0;1;1;0;2;0;0
78398;Les Mesnuls;78;Île-de-France;FF de Tennis de Table;1;4;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
78401;Meulan-en-Yvelines;78;Île-de-France;FF de Tennis;38;68;106;0;15;5;4;0;4;2;0;1;0;0;3;0;3;1;0;0;0;1;13;18;6;5;1;0;2;2;2;4;5;2;2;3;1;1;0
78401;Meulan-en-Yvelines;78;Île-de-France;FF de Tennis de Table;12;27;39;0;2;4;1;0;0;0;0;2;1;1;1;0;0;0;0;0;0;0;7;6;3;0;0;1;1;5;1;1;1;0;1;0;0;0;0
78402;Mézières-sur-Seine;78;Île-de-France;FF de Tennis;27;48;75;0;7;2;2;1;1;2;0;4;4;3;0;0;1;0;0;0;0;1;6;9;2;1;3;4;4;2;7;4;2;2;1;0;0;0;0
78402;Mézières-sur-Seine;78;Île-de-France;FF de Tennis de Table;1;8;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;2;0;1;0;1;0;0;0
78403;Mézy-sur-Seine;78;Île-de-France;FF de Tennis;27;66;93;0;6;3;1;1;1;2;1;2;4;4;2;0;0;0;0;0;0;0;12;16;11;0;6;2;0;2;5;8;1;1;0;0;2;0;0
78403;Mézy-sur-Seine;78;Île-de-France;FF de Tennis de Table;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0
78404;Millemont;78;Île-de-France;FF de Tennis;2;6;8;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0
78406;Milon-la-Chapelle;78;Île-de-France;FF de Tennis;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0;0;1;0;0;0;0;2;1;0;0;0
78407;Mittainville;78;Île-de-France;FF de Tennis;5;12;17;0;0;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;2;2;0;2;1;1;0;0;0;0;0
78407;Mittainville;78;Île-de-France;FF de Tennis de Table;3;1;4;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
78410;Moisson;78;Île-de-France;FF de Tennis;6;8;14;0;0;2;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;1;2;0;0;0;0;0;0;0
78413;Mondreville;78;Île-de-France;FF de Tennis;1;3;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
78413;Mondreville;78;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
78415;Montainville;78;Île-de-France;FF de Tennis;5;6;11;0;0;0;2;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
78415;Montainville;78;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
78416;Montalet-le-Bois;78;Île-de-France;FF de Tennis;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
78416;Montalet-le-Bois;78;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
78417;Montchauvet;78;Île-de-France;FF de Tennis;4;8;12;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2;3;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
78417;Montchauvet;78;Île-de-France;FF de Tennis de Table;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0
78418;Montesson;78;Île-de-France;FF de Tennis;140;430;570;5;44;31;19;3;6;1;4;7;7;4;4;0;2;2;0;1;0;11;96;99;43;16;4;7;19;21;34;27;19;13;10;7;2;2;0
78418;Montesson;78;Île-de-France;FF de Tennis de Table;9;74;83;0;2;1;1;0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;14;28;12;1;2;1;2;3;1;5;2;0;3;0;0;0;0
78420;Montfort-l'Amaury;78;Île-de-France;FF de Tennis;48;97;145;1;13;9;6;0;3;1;4;2;5;3;0;0;0;0;1;0;0;3;19;23;8;2;4;5;5;4;6;6;8;3;0;0;1;0;0
78420;Montfort-l'Amaury;78;Île-de-France;FF de Tennis de Table;1;7;8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;2;0;0;0
78423;Montigny-le-Bretonneux;78;Île-de-France;FF de Tennis;280;654;934;20;70;80;22;6;10;4;15;18;5;12;9;4;1;3;1;0;0;28;189;159;47;14;23;19;34;33;44;26;14;7;8;6;2;1;0
78423;Montigny-le-Bretonneux;78;Île-de-France;FF de Tennis de Table;21;104;125;0;3;5;0;2;0;0;2;2;0;1;2;2;2;0;0;0;0;0;5;36;8;2;5;5;9;7;4;3;11;5;3;0;1;0;0
78431;Morainvilliers;78;Île-de-France;FF de Tennis;43;166;209;3;6;8;7;1;1;1;3;6;2;5;0;0;0;0;0;0;0;6;43;35;13;3;2;3;2;14;20;10;6;4;2;3;0;0;0
78431;Morainvilliers;78;Île-de-France;FF de Tennis de Table;1;9;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
78437;Mousseaux-sur-Seine;78;Île-de-France;FF de Tennis;4;4;8;0;1;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0
78439;Mulcent;78;Île-de-France;FF de Tennis;1;2;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
78440;Les Mureaux;78;Île-de-France;FF de Tennis;26;79;105;3;4;8;4;0;0;0;1;0;2;2;0;1;0;1;0;0;0;3;24;17;6;6;1;3;0;3;5;2;1;0;2;2;3;1;0
78440;Les Mureaux;78;Île-de-France;FF de Tennis de Table;4;20;24;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;3;2;0;1;0;1;2;3;2;2;0;2;0;0;0;0
78440;Les Mureaux;78;Île-de-France;FF de Tennis;7;19;26;1;4;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;8;3;3;1;0;0;1;0;1;1;0;0;0;1;0;0;0
78440;Les Mureaux;78;Île-de-France;FF de Tennis de Table;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
78440;Les Mureaux;78;Île-de-France;FF de Tennis;4;1;5;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
78440;Les Mureaux;78;Île-de-France;FF de Tennis de Table;1;3;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
78442;Neauphle-le-Château;78;Île-de-France;FF de Tennis;68;154;222;1;18;12;4;2;3;1;7;7;7;2;2;0;2;0;0;0;0;5;40;44;8;2;5;6;7;13;10;1;3;1;4;2;2;1;0
78442;Neauphle-le-Château;78;Île-de-France;FF de Tennis de Table;0;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;1;2;1;0;1;0;0;0;0;0
78443;Neauphle-le-Vieux;78;Île-de-France;FF de Tennis;7;24;31;0;2;0;0;0;1;0;0;1;1;0;1;1;0;0;0;0;0;0;1;4;5;3;1;1;2;1;3;2;1;0;0;0;0;0;0
78443;Neauphle-le-Vieux;78;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
78444;Neauphlette;78;Île-de-France;FF de Tennis;5;12;17;0;1;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;0;2;0;0;0;2;0;0;0;0;0;0;0;0
78451;Nézel;78;Île-de-France;FF de Tennis;2;28;30;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6;3;1;1;1;3;3;1;0;1;3;0;0;0;0;0
78451;Nézel;78;Île-de-France;FF de Tennis de Table;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
78455;Noisy-le-Roi;78;Île-de-France;FF de Tennis;133;330;463;1;27;32;17;3;1;4;5;8;9;7;4;6;5;1;3;0;0;5;79;68;22;7;6;7;9;18;30;30;20;12;6;8;0;3;0
78455;Noisy-le-Roi;78;Île-de-France;FF de Tennis de Table;2;44;46;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;12;4;2;2;0;0;0;6;3;5;2;5;0;0;0;0
78460;Oinville-sur-Montcient;78;Île-de-France;FF de Tennis;4;15;19;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;4;2;3;0;0;1;0;2;0;1;0;0;1;0;0;0
78460;Oinville-sur-Montcient;78;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
78464;Orcemont;78;Île-de-France;FF de Tennis;2;7;9;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0
78465;Orgerus;78;Île-de-France;FF de Tennis;21;81;102;0;4;1;3;1;0;2;3;1;1;2;1;1;0;1;0;0;0;0;24;18;3;1;2;3;2;4;7;3;4;1;4;2;3;0;0
78465;Orgerus;78;Île-de-France;FF de Tennis de Table;2;20;22;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;5;2;1;0;0;1;3;1;1;2;1;0;2;0;0;0
78466;Orgeval;78;Île-de-France;FF de Tennis;85;221;306;1;14;15;15;3;0;0;3;9;8;7;7;2;0;0;1;0;0;2;31;58;29;4;5;4;7;14;24;22;14;4;2;1;0;0;0
78466;Orgeval;78;Île-de-France;FF de Tennis de Table;1;42;43;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;12;2;0;0;0;3;2;11;5;2;2;0;1;0;0;0
78470;Orphin;78;Île-de-France;FF de Tennis;4;17;21;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;5;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0
78470;Orphin;78;Île-de-France;FF de Tennis de Table;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0
78472;Orsonville;78;Île-de-France;FF de Tennis;2;3;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0
78474;Orvilliers;78;Île-de-France;FF de Tennis;5;12;17;0;1;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;3;1;2;0;1;0;0;2;0;2;1;0;0;0;0;0;0
78474;Orvilliers;78;Île-de-France;FF de Tennis de Table;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
78475;Osmoy;78;Île-de-France;FF de Tennis;2;8;10;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;2;0;0;2;0;0;0
78475;Osmoy;78;Île-de-France;FF de Tennis de Table;1;3;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0
78478;Paray-Douaville;78;Île-de-France;FF de Tennis;2;6;8;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
78478;Paray-Douaville;78;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
78481;Le Pecq;78;Île-de-France;FF de Tennis;184;406;590;3;42;53;13;5;3;8;3;12;10;17;5;4;3;3;0;0;0;6;88;118;36;9;9;8;20;24;32;20;9;13;4;3;4;3;0
78481;Le Pecq;78;Île-de-France;FF de Tennis de Table;3;50;53;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;24;2;1;0;3;0;4;5;2;2;1;0;1;1;0;0
78484;Perdreauville;78;Île-de-France;FF de Tennis;4;13;17;0;0;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2;1;2;1;0;1;1;0;2;0;1;2;0;0;0;0;0
78484;Perdreauville;78;Île-de-France;FF de Tennis de Table;1;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
78486;Le Perray-en-Yvelines;78;Île-de-France;FF de Tennis;41;82;123;0;1;8;8;1;1;2;1;9;3;4;3;0;0;0;0;0;0;0;8;22;12;6;3;4;0;5;11;4;3;2;2;0;0;0;0
78486;Le Perray-en-Yvelines;78;Île-de-France;FF de Tennis de Table;7;31;38;0;1;1;0;2;0;1;0;1;0;1;0;0;0;0;0;0;0;0;3;6;0;0;0;2;3;1;3;4;2;2;2;1;0;2;0
78490;Plaisir;78;Île-de-France;FF de Tennis;193;529;722;14;72;28;9;9;6;10;8;10;8;12;3;2;1;0;1;0;0;30;125;104;45;18;20;16;25;36;35;28;19;10;8;6;3;1;0
78490;Plaisir;78;Île-de-France;FF de Tennis de Table;13;47;60;0;3;0;0;0;1;2;0;2;0;1;2;1;0;1;0;0;0;0;3;10;5;0;3;5;4;8;4;3;2;0;0;0;0;0;0
78490;Plaisir;78;Île-de-France;FF de Tennis;5;3;8;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
78490;Plaisir;78;Île-de-France;FF de Tennis de Table;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
78497;Poigny-la-Forêt;78;Île-de-France;FF de Tennis;14;39;53;0;1;5;0;1;0;0;1;1;2;1;2;0;0;0;0;0;0;0;11;12;5;0;0;0;0;2;1;4;2;1;0;1;0;0;0
78497;Poigny-la-Forêt;78;Île-de-France;FF de Tennis de Table;1;5;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
78498;Poissy;78;Île-de-France;FF de Tennis;129;358;487;1;31;21;13;3;12;6;14;8;9;5;2;4;0;0;0;0;0;4;78;63;35;16;19;24;27;22;19;15;13;9;7;3;3;1;0
78498;Poissy;78;Île-de-France;FF de Tennis de Table;6;61;67;0;1;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;18;4;1;4;4;4;2;7;6;4;3;0;1;1;0;0
78498;Poissy;78;Île-de-France;FF de Tennis;14;20;34;1;4;3;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;1;5;4;1;0;1;2;1;2;0;1;0;2;0;0;0;0;0
78498;Poissy;78;Île-de-France;FF de Tennis de Table;3;4;7;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
78498;Poissy;78;Île-de-France;FF de Tennis;5;10;15;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
78498;Poissy;78;Île-de-France;FF de Tennis de Table;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
78499;Ponthévrard;78;Île-de-France;FF de Tennis;2;7;9;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0
